Open,High,Low,Close,Volume
19.50,21.00,19.00,20.00,3063
9.50,11.00,9.00,10.00,3064
19.50,21.00,19.00,20.00,3065
9.50,11.00,9.00,10.00,3066
19.50,21.00,19.00,20.00,3067
9.50,11.00,9.00,10.00,3068
19.50,21.00,19.00,20.00,3069
9.50,11.00,9.00,10.00,3070
19.50,21.00,19.00,20.00,3071
9.50,11.00,9.00,10.00,3072
19.50,21.00,19.00,20.00,3073
9.50,11.00,9.00,10.00,3074
19.50,21.00,19.00,20.00,3075
9.50,11.00,9.00,10.00,3076
19.50,21.00,19.00,20.00,3077
9.50,11.00,9.00,10.00,3078
19.50,21.00,19.00,20.00,3079
9.50,11.00,9.00,10.00,3080
19.50,21.00,19.00,20.00,3081
9.50,11.00,9.00,10.00,3082
19.50,21.00,19.00,20.00,3083
9.50,11.00,9.00,10.00,3084
19.50,21.00,19.00,20.00,3085
9.50,11.00,9.00,10.00,3086
19.50,21.00,19.00,20.00,3087
9.50,11.00,9.00,10.00,3088
19.50,21.00,19.00,20.00,3089
9.50,11.00,9.00,10.00,3090
19.50,21.00,19.00,20.00,3091
9.50,11.00,9.00,10.00,3092
19.50,21.00,19.00,20.00,3093
9.50,11.00,9.00,10.00,3094
19.50,21.00,19.00,20.00,3095
9.50,11.00,9.00,10.00,3096
19.50,21.00,19.00,20.00,3097
9.50,11.00,9.00,10.00,3098
19.50,21.00,19.00,20.00,3099
9.50,11.00,9.00,10.00,3100
19.50,21.00,19.00,20.00,3101
9.50,11.00,9.00,10.00,3102
19.50,21.00,19.00,20.00,3103
9.50,11.00,9.00,10.00,3104
19.50,21.00,19.00,20.00,3105
9.50,11.00,9.00,10.00,3106
19.50,21.00,19.00,20.00,3107
9.50,11.00,9.00,10.00,3108
19.50,21.00,19.00,20.00,3109
9.50,11.00,9.00,10.00,3110
19.50,21.00,19.00,20.00,3111
9.50,11.00,9.00,10.00,3112
19.50,21.00,19.00,20.00,3113
9.50,11.00,9.00,10.00,3114
19.50,21.00,19.00,20.00,3115
9.50,11.00,9.00,10.00,3116
19.50,21.00,19.00,20.00,3117
9.50,11.00,9.00,10.00,3118
19.50,21.00,19.00,20.00,3119
9.50,11.00,9.00,10.00,3120
19.50,21.00,19.00,20.00,3121
9.50,11.00,9.00,10.00,3122
19.50,21.00,19.00,20.00,3123
9.50,11.00,9.00,10.00,3124
19.50,21.00,19.00,20.00,3125
9.50,11.00,9.00,10.00,3126
19.50,21.00,19.00,20.00,3127
9.50,11.00,9.00,10.00,3128
19.50,21.00,19.00,20.00,3129
9.50,11.00,9.00,10.00,3130
19.50,21.00,19.00,20.00,3131
9.50,11.00,9.00,10.00,3132
19.50,21.00,19.00,20.00,3133
9.50,11.00,9.00,10.00,3134
19.50,21.00,19.00,20.00,3135
9.50,11.00,9.00,10.00,3136
19.50,21.00,19.00,20.00,3137
9.50,11.00,9.00,10.00,3138
19.50,21.00,19.00,20.00,3139
9.50,11.00,9.00,10.00,3140
19.50,21.00,19.00,20.00,3141
9.50,11.00,9.00,10.00,3142
19.50,21.00,19.00,20.00,3143
9.50,11.00,9.00,10.00,3144
19.50,21.00,19.00,20.00,3145
9.50,11.00,9.00,10.00,3146
19.50,21.00,19.00,20.00,3147
9.50,11.00,9.00,10.00,3148
19.50,21.00,19.00,20.00,3149
9.50,11.00,9.00,10.00,3150
19.50,21.00,19.00,20.00,3151
9.50,11.00,9.00,10.00,3152
19.50,21.00,19.00,20.00,3153
9.50,11.00,9.00,10.00,3154
19.50,21.00,19.00,20.00,3155
9.50,11.00,9.00,10.00,3156
19.50,21.00,19.00,20.00,3157
9.50,11.00,9.00,10.00,3158
19.50,21.00,19.00,20.00,3159
9.50,11.00,9.00,10.00,3160
19.50,21.00,19.00,20.00,3161
9.50,11.00,9.00,10.00,3162
19.50,21.00,19.00,20.00,3163
9.50,11.00,9.00,10.00,3164
19.50,21.00,19.00,20.00,3165
9.50,11.00,9.00,10.00,3166
19.50,21.00,19.00,20.00,3167
9.50,11.00,9.00,10.00,3168
19.50,21.00,19.00,20.00,3169
9.50,11.00,9.00,10.00,3170
19.50,21.00,19.00,20.00,3171
9.50,11.00,9.00,10.00,3172
19.50,21.00,19.00,20.00,3173
9.50,11.00,9.00,10.00,3174
19.50,21.00,19.00,20.00,3175
9.50,11.00,9.00,10.00,3176
19.50,21.00,19.00,20.00,3177
9.50,11.00,9.00,10.00,3178
19.50,21.00,19.00,20.00,3179
9.50,11.00,9.00,10.00,3180
19.50,21.00,19.00,20.00,3181
9.50,11.00,9.00,10.00,3182
19.50,21.00,19.00,20.00,3183
9.50,11.00,9.00,10.00,3184
19.50,21.00,19.00,20.00,3185
9.50,11.00,9.00,10.00,3186
19.50,21.00,19.00,20.00,3187
9.50,11.00,9.00,10.00,3188
19.50,21.00,19.00,20.00,3189
9.50,11.00,9.00,10.00,3190
19.50,21.00,19.00,20.00,3191
9.50,11.00,9.00,10.00,3192
19.50,21.00,19.00,20.00,3193
9.50,11.00,9.00,10.00,3194
19.50,21.00,19.00,20.00,3195
9.50,11.00,9.00,10.00,3196
19.50,21.00,19.00,20.00,3197
9.50,11.00,9.00,10.00,3198
19.50,21.00,19.00,20.00,3199
9.50,11.00,9.00,10.00,3200
19.50,21.00,19.00,20.00,3201
9.50,11.00,9.00,10.00,3202
19.50,21.00,19.00,20.00,3203
9.50,11.00,9.00,10.00,3204
19.50,21.00,19.00,20.00,3205
9.50,11.00,9.00,10.00,3206
19.50,21.00,19.00,20.00,3207
9.50,11.00,9.00,10.00,3208
19.50,21.00,19.00,20.00,3209
9.50,11.00,9.00,10.00,3210
19.50,21.00,19.00,20.00,3211
9.50,11.00,9.00,10.00,3212
19.50,21.00,19.00,20.00,3213
9.50,11.00,9.00,10.00,3214
19.50,21.00,19.00,20.00,3215
9.50,11.00,9.00,10.00,3216
19.50,21.00,19.00,20.00,3217
9.50,11.00,9.00,10.00,3218
19.50,21.00,19.00,20.00,3219
9.50,11.00,9.00,10.00,3220
19.50,21.00,19.00,20.00,3221
9.50,11.00,9.00,10.00,3222
19.50,21.00,19.00,20.00,3223
9.50,11.00,9.00,10.00,3224
19.50,21.00,19.00,20.00,3225
9.50,11.00,9.00,10.00,3226
19.50,21.00,19.00,20.00,3227
9.50,11.00,9.00,10.00,3228
19.50,21.00,19.00,20.00,3229
9.50,11.00,9.00,10.00,3230
19.50,21.00,19.00,20.00,3231
9.50,11.00,9.00,10.00,3232
19.50,21.00,19.00,20.00,3233
9.50,11.00,9.00,10.00,3234
19.50,21.00,19.00,20.00,3235
9.50,11.00,9.00,10.00,3236
19.50,21.00,19.00,20.00,3237
9.50,11.00,9.00,10.00,3238
19.50,21.00,19.00,20.00,3239
9.50,11.00,9.00,10.00,3240
19.50,21.00,19.00,20.00,3241
9.50,11.00,9.00,10.00,3242
19.50,21.00,19.00,20.00,3243
9.50,11.00,9.00,10.00,3244
19.50,21.00,19.00,20.00,3245
9.50,11.00,9.00,10.00,3246
19.50,21.00,19.00,20.00,3247
9.50,11.00,9.00,10.00,3248
19.50,21.00,19.00,20.00,3249
9.50,11.00,9.00,10.00,3250
19.50,21.00,19.00,20.00,3251
9.50,11.00,9.00,10.00,3252
19.50,21.00,19.00,20.00,3253
9.50,11.00,9.00,10.00,3254
19.50,21.00,19.00,20.00,3255
9.50,11.00,9.00,10.00,3256
19.50,21.00,19.00,20.00,3257
9.50,11.00,9.00,10.00,3258
19.50,21.00,19.00,20.00,3259
9.50,11.00,9.00,10.00,3260
19.50,21.00,19.00,20.00,3261
9.50,11.00,9.00,10.00,3262
19.50,21.00,19.00,20.00,3263
9.50,11.00,9.00,10.00,3264
19.50,21.00,19.00,20.00,3265
9.50,11.00,9.00,10.00,3266
19.50,21.00,19.00,20.00,3267
9.50,11.00,9.00,10.00,3268
19.50,21.00,19.00,20.00,3269
9.50,11.00,9.00,10.00,3270
19.50,21.00,19.00,20.00,3271
9.50,11.00,9.00,10.00,3272
19.50,21.00,19.00,20.00,3273
9.50,11.00,9.00,10.00,3274
19.50,21.00,19.00,20.00,3275
9.50,11.00,9.00,10.00,3276
19.50,21.00,19.00,20.00,3277
9.50,11.00,9.00,10.00,3278
19.50,21.00,19.00,20.00,3279
9.50,11.00,9.00,10.00,3280
19.50,21.00,19.00,20.00,3281
9.50,11.00,9.00,10.00,3282
19.50,21.00,19.00,20.00,3283
9.50,11.00,9.00,10.00,3284
19.50,21.00,19.00,20.00,3285
9.50,11.00,9.00,10.00,3286
19.50,21.00,19.00,20.00,3287
9.50,11.00,9.00,10.00,3288
19.50,21.00,19.00,20.00,3289
9.50,11.00,9.00,10.00,3290
19.50,21.00,19.00,20.00,3291
9.50,11.00,9.00,10.00,3292
19.50,21.00,19.00,20.00,3293
9.50,11.00,9.00,10.00,3294
19.50,21.00,19.00,20.00,3295
9.50,11.00,9.00,10.00,3296
19.50,21.00,19.00,20.00,3297
9.50,11.00,9.00,10.00,3298
19.50,21.00,19.00,20.00,3299
9.50,11.00,9.00,10.00,3300
19.50,21.00,19.00,20.00,3301
9.50,11.00,9.00,10.00,3302
19.50,21.00,19.00,20.00,3303
9.50,11.00,9.00,10.00,3304
19.50,21.00,19.00,20.00,3305
9.50,11.00,9.00,10.00,3306
19.50,21.00,19.00,20.00,3307
9.50,11.00,9.00,10.00,3308
19.50,21.00,19.00,20.00,3309
9.50,11.00,9.00,10.00,3310
19.50,21.00,19.00,20.00,3311
9.50,11.00,9.00,10.00,3312
19.50,21.00,19.00,20.00,3313
9.50,11.00,9.00,10.00,3314
19.50,21.00,19.00,20.00,3315
9.50,11.00,9.00,10.00,3316
19.50,21.00,19.00,20.00,3317
9.50,11.00,9.00,10.00,3318
19.50,21.00,19.00,20.00,3319
9.50,11.00,9.00,10.00,3320
19.50,21.00,19.00,20.00,3321
9.50,11.00,9.00,10.00,3322
19.50,21.00,19.00,20.00,3323
9.50,11.00,9.00,10.00,3324
19.50,21.00,19.00,20.00,3325
9.50,11.00,9.00,10.00,3326
19.50,21.00,19.00,20.00,3327
9.50,11.00,9.00,10.00,3328
19.50,21.00,19.00,20.00,3329
9.50,11.00,9.00,10.00,3330
19.50,21.00,19.00,20.00,3331
9.50,11.00,9.00,10.00,3332
19.50,21.00,19.00,20.00,3333
9.50,11.00,9.00,10.00,3334
19.50,21.00,19.00,20.00,3335
9.50,11.00,9.00,10.00,3336
19.50,21.00,19.00,20.00,3337
9.50,11.00,9.00,10.00,3338
19.50,21.00,19.00,20.00,3339
9.50,11.00,9.00,10.00,3340
19.50,21.00,19.00,20.00,3341
9.50,11.00,9.00,10.00,3342
19.50,21.00,19.00,20.00,3343
9.50,11.00,9.00,10.00,3344
19.50,21.00,19.00,20.00,3345
9.50,11.00,9.00,10.00,3346
19.50,21.00,19.00,20.00,3347
9.50,11.00,9.00,10.00,3348
19.50,21.00,19.00,20.00,3349
9.50,11.00,9.00,10.00,3350
19.50,21.00,19.00,20.00,3351
9.50,11.00,9.00,10.00,3352
19.50,21.00,19.00,20.00,3353
9.50,11.00,9.00,10.00,3354
19.50,21.00,19.00,20.00,3355
9.50,11.00,9.00,10.00,3356
19.50,21.00,19.00,20.00,3357
9.50,11.00,9.00,10.00,3358
19.50,21.00,19.00,20.00,3359
9.50,11.00,9.00,10.00,3360
19.50,21.00,19.00,20.00,3361
9.50,11.00,9.00,10.00,3362
19.50,21.00,19.00,20.00,3363
9.50,11.00,9.00,10.00,3364
19.50,21.00,19.00,20.00,3365
9.50,11.00,9.00,10.00,3366
19.50,21.00,19.00,20.00,3367
9.50,11.00,9.00,10.00,3368
19.50,21.00,19.00,20.00,3369
9.50,11.00,9.00,10.00,3370
19.50,21.00,19.00,20.00,3371
9.50,11.00,9.00,10.00,3372
19.50,21.00,19.00,20.00,3373
9.50,11.00,9.00,10.00,3374
19.50,21.00,19.00,20.00,3375
9.50,11.00,9.00,10.00,3376
19.50,21.00,19.00,20.00,3377
9.50,11.00,9.00,10.00,3378
19.50,21.00,19.00,20.00,3379
9.50,11.00,9.00,10.00,3380
19.50,21.00,19.00,20.00,3381
9.50,11.00,9.00,10.00,3382
19.50,21.00,19.00,20.00,3383
9.50,11.00,9.00,10.00,3384
19.50,21.00,19.00,20.00,3385
9.50,11.00,9.00,10.00,3386
19.50,21.00,19.00,20.00,3387
9.50,11.00,9.00,10.00,3388
19.50,21.00,19.00,20.00,3389
9.50,11.00,9.00,10.00,3390
19.50,21.00,19.00,20.00,3391
9.50,11.00,9.00,10.00,3392
19.50,21.00,19.00,20.00,3393
9.50,11.00,9.00,10.00,3394
19.50,21.00,19.00,20.00,3395
9.50,11.00,9.00,10.00,3396
19.50,21.00,19.00,20.00,3397
9.50,11.00,9.00,10.00,3398
19.50,21.00,19.00,20.00,3399
9.50,11.00,9.00,10.00,3400
19.50,21.00,19.00,20.00,3401
9.50,11.00,9.00,10.00,3402
19.50,21.00,19.00,20.00,3403
9.50,11.00,9.00,10.00,3404
19.50,21.00,19.00,20.00,3405
9.50,11.00,9.00,10.00,3406
19.50,21.00,19.00,20.00,3407
9.50,11.00,9.00,10.00,3408
19.50,21.00,19.00,20.00,3409
9.50,11.00,9.00,10.00,3410
19.50,21.00,19.00,20.00,3411
9.50,11.00,9.00,10.00,3412
19.50,21.00,19.00,20.00,3413
9.50,11.00,9.00,10.00,3414
19.50,21.00,19.00,20.00,3415
9.50,11.00,9.00,10.00,3416
19.50,21.00,19.00,20.00,3417
9.50,11.00,9.00,10.00,3418
19.50,21.00,19.00,20.00,3419
9.50,11.00,9.00,10.00,3420
19.50,21.00,19.00,20.00,3421
9.50,11.00,9.00,10.00,3422
19.50,21.00,19.00,20.00,3423
9.50,11.00,9.00,10.00,3424
19.50,21.00,19.00,20.00,3425
9.50,11.00,9.00,10.00,3426
19.50,21.00,19.00,20.00,3427
9.50,11.00,9.00,10.00,3428
19.50,21.00,19.00,20.00,3429
9.50,11.00,9.00,10.00,3430
19.50,21.00,19.00,20.00,3431
9.50,11.00,9.00,10.00,3432
19.50,21.00,19.00,20.00,3433
9.50,11.00,9.00,10.00,3434
19.50,21.00,19.00,20.00,3435
9.50,11.00,9.00,10.00,3436
19.50,21.00,19.00,20.00,3437
9.50,11.00,9.00,10.00,3438
19.50,21.00,19.00,20.00,3439
9.50,11.00,9.00,10.00,3440
19.50,21.00,19.00,20.00,3441
9.50,11.00,9.00,10.00,3442
19.50,21.00,19.00,20.00,3443
9.50,11.00,9.00,10.00,3444
19.50,21.00,19.00,20.00,3445
9.50,11.00,9.00,10.00,3446
19.50,21.00,19.00,20.00,3447
9.50,11.00,9.00,10.00,3448
19.50,21.00,19.00,20.00,3449
9.50,11.00,9.00,10.00,3450
19.50,21.00,19.00,20.00,3451
9.50,11.00,9.00,10.00,3452
19.50,21.00,19.00,20.00,3453
9.50,11.00,9.00,10.00,3454
19.50,21.00,19.00,20.00,3455
9.50,11.00,9.00,10.00,3456
19.50,21.00,19.00,20.00,3457
9.50,11.00,9.00,10.00,3458
19.50,21.00,19.00,20.00,3459
9.50,11.00,9.00,10.00,3460
19.50,21.00,19.00,20.00,3461
9.50,11.00,9.00,10.00,3462
19.50,21.00,19.00,20.00,3463
9.50,11.00,9.00,10.00,3464
19.50,21.00,19.00,20.00,3465
9.50,11.00,9.00,10.00,3466
19.50,21.00,19.00,20.00,3467
9.50,11.00,9.00,10.00,3468
19.50,21.00,19.00,20.00,3469
9.50,11.00,9.00,10.00,3470
19.50,21.00,19.00,20.00,3471
9.50,11.00,9.00,10.00,3472
19.50,21.00,19.00,20.00,3473
9.50,11.00,9.00,10.00,3474
19.50,21.00,19.00,20.00,3475
9.50,11.00,9.00,10.00,3476
19.50,21.00,19.00,20.00,3477
9.50,11.00,9.00,10.00,3478
19.50,21.00,19.00,20.00,3479
9.50,11.00,9.00,10.00,3480
19.50,21.00,19.00,20.00,3481
9.50,11.00,9.00,10.00,3482
19.50,21.00,19.00,20.00,3483
9.50,11.00,9.00,10.00,3484
19.50,21.00,19.00,20.00,3485
9.50,11.00,9.00,10.00,3486
19.50,21.00,19.00,20.00,3487
9.50,11.00,9.00,10.00,3488
19.50,21.00,19.00,20.00,3489
9.50,11.00,9.00,10.00,3490
19.50,21.00,19.00,20.00,3491
9.50,11.00,9.00,10.00,3492
19.50,21.00,19.00,20.00,3493
9.50,11.00,9.00,10.00,3494
19.50,21.00,19.00,20.00,3495
9.50,11.00,9.00,10.00,3496
19.50,21.00,19.00,20.00,3497
9.50,11.00,9.00,10.00,3498
19.50,21.00,19.00,20.00,3499
9.50,11.00,9.00,10.00,3500
19.50,21.00,19.00,20.00,3501
9.50,11.00,9.00,10.00,3502
19.50,21.00,19.00,20.00,3503
9.50,11.00,9.00,10.00,3504
19.50,21.00,19.00,20.00,3505
9.50,11.00,9.00,10.00,3506
19.50,21.00,19.00,20.00,3507
9.50,11.00,9.00,10.00,3508
19.50,21.00,19.00,20.00,3509
9.50,11.00,9.00,10.00,3510
19.50,21.00,19.00,20.00,3511
9.50,11.00,9.00,10.00,3512
19.50,21.00,19.00,20.00,3513
9.50,11.00,9.00,10.00,3514
19.50,21.00,19.00,20.00,3515
9.50,11.00,9.00,10.00,3516
19.50,21.00,19.00,20.00,3517
9.50,11.00,9.00,10.00,3518
19.50,21.00,19.00,20.00,3519
9.50,11.00,9.00,10.00,3520
19.50,21.00,19.00,20.00,3521
9.50,11.00,9.00,10.00,3522
19.50,21.00,19.00,20.00,3523
9.50,11.00,9.00,10.00,3524
19.50,21.00,19.00,20.00,3525
9.50,11.00,9.00,10.00,3526
19.50,21.00,19.00,20.00,3527
9.50,11.00,9.00,10.00,3528
19.50,21.00,19.00,20.00,3529
9.50,11.00,9.00,10.00,3530
19.50,21.00,19.00,20.00,3531
9.50,11.00,9.00,10.00,3532
19.50,21.00,19.00,20.00,3533
9.50,11.00,9.00,10.00,3534
19.50,21.00,19.00,20.00,3535
9.50,11.00,9.00,10.00,3536
19.50,21.00,19.00,20.00,3537
9.50,11.00,9.00,10.00,3538
19.50,21.00,19.00,20.00,3539
9.50,11.00,9.00,10.00,3540
19.50,21.00,19.00,20.00,3541
9.50,11.00,9.00,10.00,3542
19.50,21.00,19.00,20.00,3543
9.50,11.00,9.00,10.00,3544
19.50,21.00,19.00,20.00,3545
9.50,11.00,9.00,10.00,3546
19.50,21.00,19.00,20.00,3547
9.50,11.00,9.00,10.00,3548
19.50,21.00,19.00,20.00,3549
9.50,11.00,9.00,10.00,3550
19.50,21.00,19.00,20.00,3551
9.50,11.00,9.00,10.00,3552
19.50,21.00,19.00,20.00,3553
9.50,11.00,9.00,10.00,3554
19.50,21.00,19.00,20.00,3555
9.50,11.00,9.00,10.00,3556
19.50,21.00,19.00,20.00,3557
9.50,11.00,9.00,10.00,3558
19.50,21.00,19.00,20.00,3559
9.50,11.00,9.00,10.00,3560
19.50,21.00,19.00,20.00,3561
9.50,11.00,9.00,10.00,3562
19.50,21.00,19.00,20.00,3563
9.50,11.00,9.00,10.00,3564
19.50,21.00,19.00,20.00,3565
9.50,11.00,9.00,10.00,3566
19.50,21.00,19.00,20.00,3567
9.50,11.00,9.00,10.00,3568
19.50,21.00,19.00,20.00,3569
9.50,11.00,9.00,10.00,3570
19.50,21.00,19.00,20.00,3571
9.50,11.00,9.00,10.00,3572
19.50,21.00,19.00,20.00,3573
9.50,11.00,9.00,10.00,3574
19.50,21.00,19.00,20.00,3575
9.50,11.00,9.00,10.00,3576
19.50,21.00,19.00,20.00,3577
9.50,11.00,9.00,10.00,3578
19.50,21.00,19.00,20.00,3579
9.50,11.00,9.00,10.00,3580
19.50,21.00,19.00,20.00,3581
9.50,11.00,9.00,10.00,3582
19.50,21.00,19.00,20.00,3583
9.50,11.00,9.00,10.00,3584
19.50,21.00,19.00,20.00,3585
9.50,11.00,9.00,10.00,3586
19.50,21.00,19.00,20.00,3587
9.50,11.00,9.00,10.00,3588
19.50,21.00,19.00,20.00,3589
9.50,11.00,9.00,10.00,3590
19.50,21.00,19.00,20.00,3591
9.50,11.00,9.00,10.00,3592
19.50,21.00,19.00,20.00,3593
9.50,11.00,9.00,10.00,3594
19.50,21.00,19.00,20.00,3595
9.50,11.00,9.00,10.00,3596
19.50,21.00,19.00,20.00,3597
9.50,11.00,9.00,10.00,3598
19.50,21.00,19.00,20.00,3599
9.50,11.00,9.00,10.00,3600
19.50,21.00,19.00,20.00,3601
9.50,11.00,9.00,10.00,3602
19.50,21.00,19.00,20.00,3603
9.50,11.00,9.00,10.00,3604
19.50,21.00,19.00,20.00,3605
9.50,11.00,9.00,10.00,3606
19.50,21.00,19.00,20.00,3607
9.50,11.00,9.00,10.00,3608
19.50,21.00,19.00,20.00,3609
9.50,11.00,9.00,10.00,3610
19.50,21.00,19.00,20.00,3611
9.50,11.00,9.00,10.00,3612
19.50,21.00,19.00,20.00,3613
9.50,11.00,9.00,10.00,3614
19.50,21.00,19.00,20.00,3615
9.50,11.00,9.00,10.00,3616
19.50,21.00,19.00,20.00,3617
9.50,11.00,9.00,10.00,3618
19.50,21.00,19.00,20.00,3619
9.50,11.00,9.00,10.00,3620
19.50,21.00,19.00,20.00,3621
9.50,11.00,9.00,10.00,3622
19.50,21.00,19.00,20.00,3623
9.50,11.00,9.00,10.00,3624
19.50,21.00,19.00,20.00,3625
9.50,11.00,9.00,10.00,3626
19.50,21.00,19.00,20.00,3627
9.50,11.00,9.00,10.00,3628
19.50,21.00,19.00,20.00,3629
9.50,11.00,9.00,10.00,3630
19.50,21.00,19.00,20.00,3631
9.50,11.00,9.00,10.00,3632
19.50,21.00,19.00,20.00,3633
9.50,11.00,9.00,10.00,3634
19.50,21.00,19.00,20.00,3635
9.50,11.00,9.00,10.00,3636
19.50,21.00,19.00,20.00,3637
9.50,11.00,9.00,10.00,3638
19.50,21.00,19.00,20.00,3639
9.50,11.00,9.00,10.00,3640
19.50,21.00,19.00,20.00,3641
9.50,11.00,9.00,10.00,3642
19.50,21.00,19.00,20.00,3643
9.50,11.00,9.00,10.00,3644
19.50,21.00,19.00,20.00,3645
9.50,11.00,9.00,10.00,3646
19.50,21.00,19.00,20.00,3647
9.50,11.00,9.00,10.00,3648
19.50,21.00,19.00,20.00,3649
9.50,11.00,9.00,10.00,3650
19.50,21.00,19.00,20.00,3651
9.50,11.00,9.00,10.00,3652
19.50,21.00,19.00,20.00,3653
9.50,11.00,9.00,10.00,3654
19.50,21.00,19.00,20.00,3655
9.50,11.00,9.00,10.00,3656
19.50,21.00,19.00,20.00,3657
9.50,11.00,9.00,10.00,3658
19.50,21.00,19.00,20.00,3659
9.50,11.00,9.00,10.00,3660
19.50,21.00,19.00,20.00,3661
9.50,11.00,9.00,10.00,3662
19.50,21.00,19.00,20.00,3663
9.50,11.00,9.00,10.00,3664
19.50,21.00,19.00,20.00,3665
9.50,11.00,9.00,10.00,3666
19.50,21.00,19.00,20.00,3667
9.50,11.00,9.00,10.00,3668
19.50,21.00,19.00,20.00,3669
9.50,11.00,9.00,10.00,3670
19.50,21.00,19.00,20.00,3671
9.50,11.00,9.00,10.00,3672
19.50,21.00,19.00,20.00,3673
9.50,11.00,9.00,10.00,3674
19.50,21.00,19.00,20.00,3675
9.50,11.00,9.00,10.00,3676
19.50,21.00,19.00,20.00,3677
9.50,11.00,9.00,10.00,3678
19.50,21.00,19.00,20.00,3679
9.50,11.00,9.00,10.00,3680
19.50,21.00,19.00,20.00,3681
9.50,11.00,9.00,10.00,3682
19.50,21.00,19.00,20.00,3683
9.50,11.00,9.00,10.00,3684
19.50,21.00,19.00,20.00,3685
9.50,11.00,9.00,10.00,3686
19.50,21.00,19.00,20.00,3687
9.50,11.00,9.00,10.00,3688
19.50,21.00,19.00,20.00,3689
9.50,11.00,9.00,10.00,3690
19.50,21.00,19.00,20.00,3691
9.50,11.00,9.00,10.00,3692
19.50,21.00,19.00,20.00,3693
9.50,11.00,9.00,10.00,3694
19.50,21.00,19.00,20.00,3695
9.50,11.00,9.00,10.00,3696
19.50,21.00,19.00,20.00,3697
9.50,11.00,9.00,10.00,3698
19.50,21.00,19.00,20.00,3699
9.50,11.00,9.00,10.00,3700
19.50,21.00,19.00,20.00,3701
9.50,11.00,9.00,10.00,3702
19.50,21.00,19.00,20.00,3703
9.50,11.00,9.00,10.00,3704
19.50,21.00,19.00,20.00,3705
9.50,11.00,9.00,10.00,3706
19.50,21.00,19.00,20.00,3707
9.50,11.00,9.00,10.00,3708
19.50,21.00,19.00,20.00,3709
9.50,11.00,9.00,10.00,3710
19.50,21.00,19.00,20.00,3711
9.50,11.00,9.00,10.00,3712
19.50,21.00,19.00,20.00,3713
9.50,11.00,9.00,10.00,3714
19.50,21.00,19.00,20.00,3715
9.50,11.00,9.00,10.00,3716
19.50,21.00,19.00,20.00,3717
9.50,11.00,9.00,10.00,3718
19.50,21.00,19.00,20.00,3719
9.50,11.00,9.00,10.00,3720
19.50,21.00,19.00,20.00,3721
9.50,11.00,9.00,10.00,3722
19.50,21.00,19.00,20.00,3723
9.50,11.00,9.00,10.00,3724
19.50,21.00,19.00,20.00,3725
9.50,11.00,9.00,10.00,3726
19.50,21.00,19.00,20.00,3727
9.50,11.00,9.00,10.00,3728
19.50,21.00,19.00,20.00,3729
9.50,11.00,9.00,10.00,3730
19.50,21.00,19.00,20.00,3731
9.50,11.00,9.00,10.00,3732
19.50,21.00,19.00,20.00,3733
9.50,11.00,9.00,10.00,3734
19.50,21.00,19.00,20.00,3735
9.50,11.00,9.00,10.00,3736
19.50,21.00,19.00,20.00,3737
9.50,11.00,9.00,10.00,3738
19.50,21.00,19.00,20.00,3739
9.50,11.00,9.00,10.00,3740
19.50,21.00,19.00,20.00,3741
9.50,11.00,9.00,10.00,3742
19.50,21.00,19.00,20.00,3743
9.50,11.00,9.00,10.00,3744
19.50,21.00,19.00,20.00,3745
9.50,11.00,9.00,10.00,3746
19.50,21.00,19.00,20.00,3747
9.50,11.00,9.00,10.00,3748
19.50,21.00,19.00,20.00,3749
9.50,11.00,9.00,10.00,3750
19.50,21.00,19.00,20.00,3751
9.50,11.00,9.00,10.00,3752
19.50,21.00,19.00,20.00,3753
9.50,11.00,9.00,10.00,3754
19.50,21.00,19.00,20.00,3755
9.50,11.00,9.00,10.00,3756
19.50,21.00,19.00,20.00,3757
9.50,11.00,9.00,10.00,3758
19.50,21.00,19.00,20.00,3759
9.50,11.00,9.00,10.00,3760
19.50,21.00,19.00,20.00,3761
9.50,11.00,9.00,10.00,3762
19.50,21.00,19.00,20.00,3763
9.50,11.00,9.00,10.00,3764
19.50,21.00,19.00,20.00,3765
9.50,11.00,9.00,10.00,3766
19.50,21.00,19.00,20.00,3767
9.50,11.00,9.00,10.00,3768
19.50,21.00,19.00,20.00,3769
9.50,11.00,9.00,10.00,3770
19.50,21.00,19.00,20.00,3771
9.50,11.00,9.00,10.00,3772
19.50,21.00,19.00,20.00,3773
9.50,11.00,9.00,10.00,3774
19.50,21.00,19.00,20.00,3775
9.50,11.00,9.00,10.00,3776
19.50,21.00,19.00,20.00,3777
9.50,11.00,9.00,10.00,3778
19.50,21.00,19.00,20.00,3779
9.50,11.00,9.00,10.00,3780
19.50,21.00,19.00,20.00,3781
9.50,11.00,9.00,10.00,3782
19.50,21.00,19.00,20.00,3783
9.50,11.00,9.00,10.00,3784
19.50,21.00,19.00,20.00,3785
9.50,11.00,9.00,10.00,3786
19.50,21.00,19.00,20.00,3787
9.50,11.00,9.00,10.00,3788
19.50,21.00,19.00,20.00,3789
9.50,11.00,9.00,10.00,3790
19.50,21.00,19.00,20.00,3791
9.50,11.00,9.00,10.00,3792
19.50,21.00,19.00,20.00,3793
9.50,11.00,9.00,10.00,3794
19.50,21.00,19.00,20.00,3795
9.50,11.00,9.00,10.00,3796
19.50,21.00,19.00,20.00,3797
9.50,11.00,9.00,10.00,3798
